20000 2
2047 5308 1
4925 7549 1
-4189 3963 1
-7500 -9080 1
2128 6232 1
5392 7723 1
-8947 -3704 1
-7601 -3134 1
-2733 -1417 1
-4574 8226 1
685 6803 1
1633 3963 1
-6757 -3222 1
-3243 5679 1
1236 1876 1
-9834 351 1
-4921 6044 1
-7201 237 1
2154 7286 1
-9121 -3701 1
2099 6968 1
3121 6777 1
-9779 7607 1
-9038 -8793 1
-593 3035 1
-670 8660 1
-5652 3902 1
-945 2551 1
36 9905 1
-2398 3789 1
-107 6592 1
2062 6523 1
-2961 313 1
3944 8931 1
-4277 2946 1
-8340 -9354 1
-8575 1439 1
-5508 -2605 1
-9212 -8943 1
-9363 -3560 1
-9216 -1128 1
-6183 -132 1
-9927 9604 1
-3151 9761 1
-2142 5300 1
-1512 -404 1
-3995 -1494 1
-4426 -3777 1
-5285 5232 1
-7084 3542 1
-7789 3028 1
-2459 5489 1
-1868 820 1
-3218 4888 1
-635 6388 1
5037 9385 1
-5770 3906 1
-7478 3032 1
-4865 -5438 1
-5403 -4680 1
1191 5862 1
1225 7130 1
-8218 2748 1
-6430 -6372 1
-6556 8136 1
3096 4657 1
5192 7864 1
2827 7725 1
-1012 7446 1
-6763 5541 1
-8327 -1395 1
-4003 8081 1
-6874 -3046 1
-9223 -4124 1
-7102 4109 1
-2998 2332 1
-4874 -4437 1
-385 -157 1
-136 8085 1
3626 6701 1
4854 9432 1
-5715 -6748 1
-363 3687 1
-8793 -6395 1
-1737 2307 1
4990 7495 1
-2124 8780 1
-6435 -6375 1
-7062 -7961 1
-8213 7951 1
-5552 2734 1
115 358 1
-6964 5732 1
889 3638 1
-1475 5464 1
599 5210 1
1384 2028 1
-3327 -623 1
-5405 1965 1
-7805 -8171 1
3904 9136 1
-7869 -6181 1
-4703 8432 1
-8629 -7407 1
1488 3933 1
-4456 661 1
3429 7944 1
-7210 -545 1
-9553 2045 1
-4943 -2054 1
-4959 8940 1
3059 5722 1
-7201 -2162 1
-2269 7842 1
-2492 5621 1
-9706 -7253 1
-7745 2679 1
-6201 7568 1
-3394 8005 1
-6499 -2480 1
-8899 2731 1
-7898 -2436 1
1879 6155 1
-9516 -4037 1
3762 6398 1
-5449 7452 1
4155 7093 1
-2612 1185 1
-9277 9 1
-1012 4678 1
2428 7732 1
-9973 945 1
-7735 -4898 1
-1592 9429 1
-2388 9061 1
-4484 3807 1
-4956 5475 1
-1732 3199 1
-4539 2826 1
-8621 982 1
-4990 -1934 1
-8911 -4820 1
-8875 -7870 1
-7859 5438 1
-8858 5978 1
-2518 9722 1
-8031 3134 1
-6379 -1794 1
1282 2576 1
-6822 -4914 1
-806 5242 1
-7470 -7068 1
-8502 5068 1
-3577 8356 1
-7484 6027 1
-1322 172 1
-4125 -5510 1
-1430 3749 1
-5881 8083 1
-8373 157 1
-9509 9891 1
-1258 701 1
-6957 8826 1
3870 8620 1
-7429 3388 1
-3097 367 1
-3210 4384 1
5228 9547 1
-9309 -2356 1
-5160 674 1
222 2091 1
-3757 2549 1
-1265 4640 1
-3891 3687 1
4944 9872 1
-7436 1175 1
698 5458 1
-1069 2241 1
-1147 -1202 1
-5318 -1956 1
-752 8476 1
-7245 -8330 1
-1216 9284 1
-7084 7785 1
-1579 8699 1
-627 5776 1
811 6893 1
-7714 -5648 1
-1855 1176 1
-6828 6092 1
-7044 -5156 1
-6522 -473 1
-8261 8211 1
-8213 8251 1
6365 9631 1
-1681 687 1
4723 8918 1
-5599 1942 1
-8617 9387 1
-5605 -4795 1
705 8929 1
-3940 -1151 1
-9615 -495 1
563 1575 1
-2850 -2392 1
6660 9749 1
-22 8474 1
-4317 -1298 1
1789 9602 1
-9486 7153 1
3870 7851 1
342 1988 1
-4993 -158 1
-9707 1819 1
-4399 -5495 1
-5428 8316 1
-9278 6477 1
984 7893 1
-5287 5043 1
-1831 -403 1
-9350 7552 1
-1149 1708 1
-4270 -3461 1
1801 7907 1
2203 9493 1
-7027 3699 1
-2388 3877 1
-7779 1094 1
-5231 -1993 1
-7606 5236 1
-2611 -730 1
-4535 -1861 1
-7039 -3017 1
-6589 870 1
-4220 8939 1
-9082 -7835 1
-2857 -1049 1
663 9209 1
-8374 -9182 1
-8432 -4853 1
-1306 5949 1
-249 9606 1
-3913 7809 1
-8331 4891 1
-6726 9082 1
-6893 505 1
-1768 3222 1
-4215 9420 1
406 931 1
-7402 968 1
-3079 940 1
-2990 -151 1
-6692 5569 1
-2531 36 1
-5146 -5382 1
-7653 7802 1
-3970 4830 1
-6002 -6370 1
3228 8677 1
-8075 -6763 1
-8781 -9201 1
-6233 -8223 1
-8046 -5603 1
-8784 3994 1
5142 9823 1
-9185 -3475 1
-9868 212 1
-4785 4598 1
-9576 -3702 1
-740 9639 1
-2572 893 1
-5976 5837 1
-8791 -9935 1
-6787 -2237 1
-1069 9222 1
-3195 6066 1
-6595 8591 1
-6499 7451 1
-4710 -1410 1
-9072 -8564 1
-9515 3357 1
-8346 -1565 1
-8244 -8284 1
-6037 -8369 1
-7103 6999 1
-4861 8120 1
-9686 -9950 1
-8380 4018 1
891 7989 1
256 1681 1
-1168 8353 1
-630 2969 1
-2001 1015 1
-6403 1335 1
-134 8188 1
4248 8591 1
-1687 2606 1
-6767 594 1
-9828 -3090 1
-1273 5583 1
-8493 8382 1
4078 6716 1
4346 9526 1
3118 5845 1
4048 5912 1
-1483 5516 1
-6033 -6102 1
-2123 9512 1
-1051 -1292 1
1391 8288 1
-6980 4489 1
910 5985 1
26 5657 1
-622 4904 1
826 8348 1
1458 5621 1
-3841 7490 1
-2376 8781 1
-362 4754 1
-5748 4120 1
-6877 -845 1
86 8039 1
-3152 1646 1
-7876 -8361 1
-6135 8128 1
-6826 -7918 1
979 5739 1
-2383 -49 1
4915 9973 1
-2692 -2225 1
5133 8249 1
-7577 -7823 1
-9392 -8522 1
-7216 -250 1
-1895 120 1
-9862 5015 1
-9736 -3201 1
-3039 -49 1
-4306 5552 1
-6018 7341 1
-1440 4741 1
5855 8537 1
989 1579 1
-5296 -703 1
3657 8458 1
-6860 -3180 1
-7547 -5990 1
-910 9018 1
206 1946 1
-8795 7294 1
-7107 -7038 1
-6182 2797 1
-6733 -8265 1
-7268 -2489 1
-7230 -290 1
-8352 4460 1
-6763 5797 1
-6724 -8118 1
-3830 -1218 1
-2597 5830 1
-8034 1397 1
-2537 -1575 1
-7344 6959 1
-6905 422 1
-3766 -2595 1
4918 8220 1
-4517 9395 1
-1506 5066 1
-2470 -1907 1
308 5352 1
-8027 -9750 1
-4089 1397 1
1651 6809 1
-1705 1250 1
-419 1898 1
-5641 2240 1
-7038 -3930 1
-3828 -3930 1
-9543 4289 1
622 7496 1
-2244 1170 1
-9932 -3436 1
-6110 -4165 1
382 4659 1
-6727 6756 1
-7402 -6340 1
-9177 -2013 1
-9324 7577 1
-2410 2936 1
1126 8479 1
-5723 -4615 1
-22 8054 1
3804 8277 1
-413 134 1
1050 5807 1
-4497 5926 1
-7237 9888 1
-2381 404 1
-1779 -319 1
1103 3858 1
-4658 -3905 1
-7025 -2492 1
3478 6742 1
-675 9916 1
827 9745 1
-8430 -3398 1
-8828 1902 1
-4691 -2946 1
-5286 -4329 1
-2323 2932 1
-8341 3261 1
-7948 -9493 1
4983 9430 1
-3398 -276 1
-3469 4126 1
-4786 8855 1
-5713 -4890 1
-7337 -5214 1
-9044 -6420 1
-9539 5364 1
-107 6792 1
2499 3922 1
-9666 2716 1
-5960 562 1
-5886 8797 1
-2085 -737 1
-9806 -4019 1
-6287 -4602 1
-4475 2246 1
-9961 169 1
-1514 6936 1
-9701 -3945 1
1849 7132 1
-3473 7512 1
-3191 6161 1
3666 7183 1
-2611 3205 1
-6775 -9225 1
-6564 -1946 1
-9550 -7478 1
-3701 8267 1
-9703 -2513 1
-5325 -2116 1
-6002 -6286 1
-1774 1110 1
2064 8646 1
-3038 -3359 1
115 5736 1
-2992 8836 1
-1646 2137 1
-7735 5831 1
1388 6726 1
-1263 6825 1
-7528 -2768 1
4846 7454 1
-6190 8572 1
4654 7696 1
-5049 6748 1
-1443 7502 1
-7263 -5566 1
-3665 -2313 1
-9436 1339 1
-9044 -4288 1
-1804 -932 1
-4857 5101 1
-3340 -769 1
-9128 6798 1
-5703 2152 1
-5403 971 1
-2764 -2647 1
-3109 3813 1
-887 7934 1
1212 2582 1
-518 6881 1
1774 7868 1
3569 9997 1
-4875 4933 1
-2017 -1799 1
4560 8343 1
-9507 9931 1
-6755 3140 1
-7577 -7965 1
-4116 2569 1
-8123 7448 1
-4673 965 1
-9972 -1056 1
-6201 1842 1
-7312 9042 1
-8861 1423 1
4684 9067 1
-8572 1311 1
-1955 8500 1
-9467 -5686 1
-9844 -5785 1
-6630 970 1
-5411 7822 1
-3541 5078 1
-7869 3239 1
-6918 7809 1
5522 9321 1
-7808 4586 1
-5096 -6886 1
-8636 7092 1
3760 7827 1
-1353 2792 1
-6101 -6639 1
-3536 4267 1
4422 9104 1
-1767 4576 1
-8308 5346 1
1323 6639 1
-213 2844 1
-3792 8571 1
-5144 204 1
-1200 8348 1
-8749 -8315 1
-898 8615 1
-7240 8427 1
-8084 1196 1
-6183 4440 1
-2723 -3271 1
-7454 6978 1
-2645 -3370 1
-6571 -5045 1
-1996 2231 1
-7429 5990 1
-6631 -5158 1
757 9151 1
-6975 5741 1
4191 7007 1
-1951 1743 1
-6104 3981 1
-4466 6552 1
-1853 3075 1
-8441 -5524 1
-4631 7257 1
-8933 -8835 1
-7804 -2273 1
-1893 9084 1
-2068 -49 1
-7322 9078 1
1197 9958 1
-5303 -2087 1
-9900 9522 1
-5612 -3354 1
-6437 -994 1
-7532 8330 1
852 3752 1
-7902 9193 1
2933 5055 1
1564 3663 1
-9862 3369 1
701 7044 1
-4268 -5531 1
-5248 7526 1
3261 9074 1
-9205 1977 1
-4851 6796 1
-859 3500 1
-5710 -8045 1
-7336 -7879 1
-5009 -845 1
1357 8883 1
-6503 3281 1
-9740 -6732 1
-225 -44 1
-6966 -9591 1
-8883 -5754 1
-3124 6135 1
-9687 9601 1
-7062 -9418 1
-6565 937 1
-4751 2341 1
-7772 2268 1
6278 9175 1
4353 7478 1
-6081 1095 1
-3876 4855 1
-1884 9675 1
-5608 -5414 1
-7527 -2362 1
-1763 -2448 1
-6159 9715 1
-2542 3576 1
5905 9010 1
-1668 2242 1
-9520 -5187 1
-8650 5000 1
-8008 2556 1
2137 4207 1
-6463 -5182 1
-6552 -7814 1
1681 8532 1
-6884 -50 1
-5483 -5810 1
-9174 5383 1
-699 3365 1
-9636 -5415 1
-9250 -5733 1
-6282 5752 1
-2582 2889 1
-3304 -1179 1
-8991 -5732 1
-8856 -3697 1
-89 4524 1
-1715 6677 1
4415 6762 1
-570 7972 1
-1076 2727 1
-5184 5100 1
-2754 7297 1
1213 9992 1
-3546 -2794 1
-6562 5626 1
-3292 -436 1
-406 4738 1
-5157 2725 1
3183 4922 1
721 4333 1
-5296 8280 1
-4444 -4701 1
-3290 1806 1
1312 7351 1
-2981 -2375 1
-5804 5312 1
-4409 8734 1
-7159 -6484 1
-8697 -4509 1
-9572 6752 1
-5574 8096 1
-9752 8653 1
-6770 398 1
-3771 -710 1
-6211 -7424 1
-2761 6090 1
-5113 9721 1
-8066 -1585 1
-8318 -7102 1
42 5226 1
-9732 -5482 1
-4836 -4361 1
-7889 4184 1
-7529 7140 1
5491 9445 1
869 6944 1
-4145 2188 1
2327 7228 1
-1372 4418 1
-5546 5994 1
-5993 -7671 1
4295 7105 1
-9778 1504 1
-5907 -4153 1
-7731 4290 1
-3600 6358 1
-9078 -8562 1
1274 7541 1
-8210 -3098 1
-2110 9145 1
-6323 378 1
-4067 2552 1
-4890 1169 1
-129 8118 1
-4919 -1379 1
-5683 9449 1
-8395 -4355 1
345 1003 1
-7783 8641 1
-4748 -3199 1
-7621 -837 1
-9019 3002 1
1798 6663 1
-9557 9474 1
-4297 -780 1
-4067 5913 1
3473 5316 1
-6215 6657 1
6742 9770 1
-2016 9894 1
-7840 -4408 1
-3347 1863 1
-6810 -2996 1
-4773 -5738 1
-2973 4158 1
2105 4388 1
-6417 7800 1
-8647 -6750 1
6836 9879 1
-9804 6293 1
-6648 4287 1
-8162 6979 1
-8672 -6587 1
-8721 -5389 1
1991 4059 1
-9848 8714 1
-7707 -5908 1
1685 4390 1
-4902 771 1
-2820 9061 1
4448 9629 1
2175 8687 1
-3976 -807 1
-6246 -6433 1
-6729 5416 1
-5865 -1273 1
-1023 6461 1
-6314 6312 1
-2336 8717 1
1995 9070 1
-3497 3917 1
-5059 4396 1
4996 7921 1
-7946 9585 1
-4422 -4623 1
4649 8858 1
4194 7646 1
-4258 3113 1
2957 8314 1
-6052 -3266 1
-9734 -7701 1
-5904 -1774 1
2937 9662 1
-2997 8920 1
-4313 6541 1
-6229 -1358 1
-8234 4537 1
-8098 -6181 1
1786 7858 1
-4954 9200 1
-1669 2888 1
-9962 2133 1
4317 8394 1
-8590 7752 1
667 7184 1
-5906 5926 1
-3958 -614 1
-7799 -1658 1
-8685 4515 1
-9058 1371 1
-7159 -5011 1
-3644 -2608 1
-7710 -4819 1
-822 309 1
453 1860 1
-1144 -1119 1
-7579 -2786 1
99 9980 1
-9310 -3910 1
-5977 -6888 1
3464 7099 1
-7114 3729 1
5146 9008 1
-5560 1398 1
-166 848 1
-1724 -2188 1
-6695 -2690 1
-9745 7071 1
-1061 7458 1
-4877 2001 1
-114 9620 1
-3807 3189 1
-1918 4728 1
-8390 9275 1
5907 9505 1
4332 8061 1
-6300 -7265 1
1102 9708 1
-8448 7683 1
-4555 2700 1
-7046 8095 1
-654 3070 1
-8575 5120 1
-5752 9200 1
-5275 3100 1
-5345 7237 1
-900 570 1
5767 8366 1
-5412 -2212 1
-7672 -4322 1
-6763 2621 1
-7738 8280 1
-7485 5760 1
-2971 6242 1
-8361 -3779 1
696 7791 1
-1417 -108 1
-9891 7750 1
-8661 -4360 1
1362 9580 1
-8188 -2809 1
-5747 -3344 1
-8838 -7206 1
-5725 8017 1
-8934 4873 1
-188 2147 1
34 841 1
-5453 977 1
-3071 4986 1
-7824 6816 1
-8606 -7122 1
-4564 -5863 1
-2252 6857 1
-303 447 1
3809 7770 1
-7427 7239 1
-8728 -4789 1
651 6632 1
-7829 -4001 1
-4806 -1909 1
2233 7250 1
-971 7907 1
-6254 -3326 1
-6288 -3517 1
-6801 -2377 1
-1826 7182 1
-1294 5575 1
-1313 279 1
-5821 -6476 1
-2463 -1326 1
-435 8935 1
-9951 2880 1
-5736 5280 1
-8525 -5182 1
658 3538 1
-6428 3662 1
-7527 8416 1
-9733 -2930 1
-7589 8263 1
-5311 -4058 1
4315 6633 1
-58 8369 1
-6140 369 1
-8764 547 1
-5272 -1613 1
-2937 5268 1
-9960 144 1
-6054 -2248 1
-9743 5594 1
-4034 -2214 1
-5973 6703 1
-7035 -6419 1
-3594 6817 1
-8783 -1728 1
1119 2281 1
-6259 -6980 1
-4954 -6110 1
987 7261 1
-4004 -4800 1
-904 44 1
-9693 1456 1
6477 9485 1
-6112 -8357 1
-5578 4476 1
-4470 6844 1
-3841 3707 1
-6027 -6260 1
-7543 8227 1
-5098 -2208 1
-4987 -2673 1
-9549 -8937 1
-7132 -8324 1
-9733 8952 1
-5544 1910 1
-5610 5983 1
-4884 -6540 1
-9547 -5485 1
-8716 2373 1
-6879 -2172 1
-9230 3335 1
-3709 -3445 1
-3857 -3880 1
-8870 3313 1
3255 9128 1
-464 476 1
-2497 5766 1
-5715 913 1
-4608 -1104 1
-5080 336 1
-9047 4473 1
2299 7413 1
-8180 8903 1
-454 2444 1
-5422 -3180 1
-153 9637 1
4450 7858 1
3097 6675 1
-9100 1224 1
611 6783 1
-2488 1364 1
-815 1253 1
-1930 3094 1
-9292 6984 1
-2566 4655 1
-6980 -2290 1
-7356 4606 1
-8459 -6214 1
-6568 6273 1
5087 7715 1
-9745 8304 1
-7992 9487 1
-3230 5210 1
-8944 -3187 1
-6739 6147 1
-4115 6820 1
-6071 -1344 1
-1651 5725 1
-7739 9459 1
-3813 9595 1
2738 6925 1
-8269 4361 1
-7448 -92 1
643 1911 1
-1082 2785 1
1086 7587 1
863 5562 1
1508 5153 1
2338 6752 1
-3967 9800 1
-3769 -2295 1
-904 -466 1
-5223 -1776 1
874 7359 1
-5263 -5240 1
-3474 -1145 1
3084 5794 1
-3703 4373 1
-1820 5283 1
-1217 5664 1
-6691 4818 1
-9144 -7871 1
2021 6617 1
-8031 1382 1
-1238 1178 1
660 3942 1
-9956 -7527 1
-6842 9106 1
-4137 319 1
-4088 7725 1
-7014 -5686 1
475 4593 1
-5645 -2721 1
-6466 3836 1
3996 9622 1
-8264 -709 1
-123 2619 1
-8254 8255 1
2518 6869 1
5024 7378 1
-9896 -4071 1
-7774 -8479 1
-6533 713 1
-8866 -8946 1
-3202 -4290 1
-8388 -9097 1
-4410 -6040 1
-8057 -2860 1
-3856 525 1
-5359 -6179 1
-9386 1240 1
-8838 8838 1
-8884 7714 1
-5068 -5101 1
-6783 -6993 1
-5751 -4774 1
3756 5679 1
-4057 -4347 1
-7797 -3269 1
-508 9068 1
-1296 4383 1
-2235 3270 1
6181 9622 1
-8986 -9180 1
-6783 619 1
-6776 -6928 1
-7367 -2100 1
-6145 9820 1
5145 8740 1
-3942 6759 1
-6788 -1890 1
1079 2054 1
239 7661 1
-6042 1238 1
-4850 2482 1
2110 9446 1
3915 8973 1
-3424 -120 1
-9787 -1369 1
-3006 -321 1
2844 8197 1
-9919 3534 1
-6020 2526 1
-880 7759 1
-5563 6593 1
-591 2855 1
-9274 -4774 1
112 6989 1
-8262 580 1
-429 1823 1
4520 7288 1
-7503 -9696 1
-7270 -3856 1
-1604 2412 1
-7823 -6620 1
-8219 9912 1
-7759 -439 1
-5631 -2245 1
-3677 -5131 1
3841 7514 1
-3098 1392 1
-5741 -2240 1
-2220 -1084 1
-7118 -1386 1
-4667 -473 1
-8799 -2557 1
-2325 -1387 1
-8508 -3916 1
-3065 8828 1
-7639 4282 1
5561 9343 1
3464 5524 1
228 9636 1
-4930 -3797 1
-9645 7663 1
2595 7050 1
-9483 5237 1
-9996 3703 1
-9520 2130 1
1189 2483 1
2900 5593 1
-454 9603 1
2548 8275 1
-9595 -6134 1
-1093 9318 1
-1100 84 1
-6572 680 1
-5766 -612 1
-7786 -1726 1
-7140 2088 1
-5299 4098 1
-7154 9766 1
-7839 -4546 1
-9011 8659 1
-9258 8881 1
2700 8387 1
-8541 1191 1
-1201 9441 1
-8912 8148 1
-2672 1380 1
-5386 -4240 1
-8043 -6447 1
812 4049 1
-8210 7465 1
-2011 8903 1
-8347 -1222 1
-4014 9079 1
-6718 -3255 1
-6164 -5290 1
-6019 -2748 1
-7872 -9667 1
-5446 -2374 1
-1402 721 1
-6805 4058 1
-9835 -7597 1
-7502 -1674 1
-7738 2360 1
-8515 2206 1
-9751 -8238 1
-5571 -3680 1
-9819 -6118 1
4246 8618 1
-9940 9315 1
-6841 -573 1
179 3815 1
-6913 -2797 1
-2878 7047 1
-5887 2503 1
182 8320 1
-4083 -291 1
-7722 -9168 1
-1767 6952 1
-3920 -1884 1
-7666 6188 1
705 8281 1
-6168 -8338 1
-9314 -1854 1
463 4139 1
-8025 -2076 1
-5102 590 1
-9853 3856 1
-6414 -8036 1
-3602 -2824 1
-8016 9447 1
-3289 -2340 1
-3058 6388 1
-4997 -1504 1
-3491 6473 1
-9497 -1004 1
-2247 6672 1
-4097 668 1
2179 8664 1
-391 9927 1
-4560 3782 1
-668 5370 1
-663 3553 1
-719 5217 1
140 3151 1
1958 4711 1
-1904 5996 1
-14 6715 1
1256 2968 1
-5192 2511 1
-9436 4450 1
-7001 1107 1
-1732 -812 1
-1096 5723 1
1719 9181 1
-7454 -8517 1
-5875 7715 1
-6522 5635 1
-7099 -2163 1
-5818 1411 1
-9669 677 1
-9306 1178 1
-9907 -8274 1
-306 2940 1
5021 9060 1
-592 1942 1
-9673 567 1
-3840 1224 1
-4028 1628 1
-621 9943 1
-6026 -6359 1
2466 6700 1
-4524 8971 1
-1298 -1064 1
-9965 -2971 1
-8021 -9230 1
-268 6244 1
-3933 -3161 1
-3895 -699 1
1627 3729 1
-823 3741 1
-5037 8979 1
-7060 -2836 1
-9138 5807 1
2096 3423 1
-120 8645 1
-6697 3070 1
-7506 -6306 1
-7326 -7815 1
626 9466 1
-1075 6915 1
-8301 -9137 1
-6694 -4025 1
1493 9153 1
-9589 7377 1
-5813 197 1
-6972 4126 1
-9243 -7704 1
-1722 6652 1
-2470 8473 1
-1502 -930 1
-7009 3389 1
2462 8512 1
-9902 9219 1
-7380 485 1
-3658 -3433 1
-4627 168 1
-3347 6492 1
305 3285 1
-146 3257 1
-2435 144 1
-4530 3670 1
-7576 -1814 1
-5596 4569 1
-5147 3525 1
1058 3574 1
-2709 -3643 1
-622 7456 1
1116 5812 1
-9257 244 1
-6628 1730 1
-9641 7654 1
-7024 -9688 1
706 1803 1
2290 8933 1
-3234 8261 1
-2968 1151 1
-3655 7398 1
-885 2070 1
-9949 -9517 1
-5367 2687 1
-8026 7294 1
-6703 2332 1
-9999 8103 1
4195 6203 1
-7974 3136 1
-578 7823 1
-6858 9730 1
-7297 -2840 1
-7949 -8664 1
-968 8577 1
-656 7102 1
-4154 1241 1
-9188 2345 1
-6778 -4533 1
-6362 699 1
-5366 2996 1
-4734 6994 1
-6642 -6564 1
-6491 -5259 1
311 2773 1
5371 8199 1
81 304 1
-2947 7760 1
223 515 1
-4056 6726 1
-5033 -2816 1
-5600 -3610 1
5111 9524 1
-311 7382 1
-760 3968 1
-3189 -1043 1
-894 1666 1
-4991 9303 1
-918 7729 1
-8877 -38 1
118 3789 1
-933 633 1
-3368 -4754 1
-7375 7503 1
-8741 -7378 1
-8193 9915 1
-6593 -4400 1
-3586 -426 1
-5274 -2402 1
-74 3497 1
-5114 5780 1
3824 9459 1
1418 9662 1
1441 9413 1
2279 4552 1
-7551 4555 1
-4666 -977 1
1555 7393 1
-8008 2010 1
-3427 2212 1
-7979 -4899 1
-2489 -2079 1
-3915 -4056 1
4993 7151 1
-1618 2065 1
-5770 -1252 1
-1686 8092 1
5483 7958 1
-2216 1309 1
-2927 5127 1
-9936 -7710 1
-3368 3309 1
922 1641 1
-2062 -491 1
585 3134 1
-4226 -2290 1
-2573 3553 1
-3913 -4443 1
-3898 3805 1
-2813 -868 1
-5629 3423 1
-7205 -4713 1
3894 9109 1
-5356 -6758 1
-4224 9193 1
-8333 4516 1
-9816 -6419 1
-2739 -1665 1
-8779 5422 1
-5778 -5673 1
-6834 -7323 1
-8453 1509 1
-7655 7247 1
5192 7972 1
3356 7440 1
-3645 -3022 1
-5594 -5394 1
-4093 6774 1
-6366 4458 1
-3931 8469 1
-8238 -3186 1
-9193 -2575 1
-6422 9254 1
-4339 9144 1
-4497 -2161 1
-9964 6605 1
-9123 -8873 1
-4656 7504 1
-5337 -187 1
2075 8568 1
-8797 -4594 1
3584 6661 1
-9978 2347 1
1911 4764 1
-4190 -901 1
1784 3983 1
-7279 -6648 1
892 6758 1
-3177 9949 1
5112 8318 1
-8389 -6316 1
4467 9921 1
-1068 2036 1
-6521 5487 1
-9411 6973 1
-7390 7852 1
-3923 -1493 1
-8784 8033 1
-4536 7063 1
-4158 -563 1
-7086 -8472 1
2188 3652 1
-9715 250 1
-2214 4974 1
1640 8329 1
-8914 -3898 1
-4564 4824 1
1773 5103 1
863 6607 1
-6985 -6083 1
3226 8888 1
-421 5755 1
-1198 6478 1
-7663 -8679 1
-3495 -4667 1
-5353 9323 1
-9240 2291 1
-7336 9943 1
3504 6147 1
-3379 5986 1
-8794 8941 1
-6270 4075 1
-4018 8152 1
-6514 -5595 1
-4441 -16 1
-3379 -4010 1
-4466 3808 1
-2695 9629 1
5682 9897 1
-1877 1612 1
-2256 3566 1
7 5133 1
-6263 -5934 1
-5636 2681 1
-266 6716 1
-9054 -1900 1
-6027 6719 1
5892 8801 1
-9164 -8464 1
-1367 3806 1
-7224 -5908 1
-1321 2432 1
-4736 -4334 1
-7468 9615 1
-7107 5075 1
-2643 759 1
-1467 9072 1
-7274 9718 1
2129 8144 1
-8342 -8165 1
-1670 2723 1
-2194 3682 1
-1169 7889 1
4601 7646 1
-6768 8811 1
-1270 3992 1
-1820 3885 1
677 6575 1
-9459 8714 1
2509 9942 1
-1453 -1409 1
-147 2141 1
-6538 6220 1
-1539 6315 1
-5321 -6124 1
3518 5543 1
-6231 3872 1
-1778 366 1
-9145 63 1
1537 5138 1
-7830 -1468 1
-5193 2405 1
-9129 249 1
-6421 2171 1
2045 7214 1
-7894 -5354 1
-9748 5833 1
-4194 491 1
-9735 -9399 1
-1618 5829 1
-9201 2985 1
-7614 -5817 1
-5204 4033 1
-9647 7133 1
-4619 3151 1
-8826 -326 1
-7593 1857 1
620 9709 1
3059 9251 1
-2972 -3263 1
-3316 6592 1
-3595 7188 1
-8913 8172 1
-9684 -2481 1
-6273 -3439 1
-8063 850 1
-7014 -4386 1
-2211 2197 1
-6875 -8105 1
-9749 -746 1
244 792 1
-3830 8294 1
-4406 -2289 1
-6027 3275 1
4494 6704 1
52 5940 1
3803 5913 1
-5572 2308 1
-9210 -1902 1
-5553 -78 1
3325 5810 1
-7212 -9716 1
-6964 6479 1
-472 7238 1
-1927 849 1
2932 5885 1
4640 7080 1
-3705 8806 1
4098 8138 1
-6179 -6735 1
-8626 7556 1
-8932 -9635 1
-8674 -4684 1
-5409 3906 1
107 7770 1
-4141 4602 1
-684 8668 1
1677 5641 1
-8669 6097 1
-3283 6198 1
3483 9037 1
-6364 -7371 1
-7794 -2324 1
2614 5580 1
-57 6815 1
420 5003 1
1938 5703 1
-4480 -380 1
3992 7924 1
4661 8933 1
-6234 1979 1
1794 4837 1
2127 4938 1
-8801 -1640 1
-7068 2820 1
-5401 -3948 1
-7475 -4273 1
-1352 -577 1
-9781 -9514 1
-7265 9472 1
1412 9742 1
-7237 2055 1
3157 5901 1
-8569 -712 1
-9954 -416 1
-5490 -4687 1
-587 -378 1
-9473 -7180 1
-8122 -7008 1
786 5312 1
-5566 8123 1
-7132 -5276 1
-5035 -1738 1
-6951 6446 1
-7236 -6837 1
-2063 2287 1
-6766 -1712 1
-8859 -2851 1
-8616 5021 1
-2792 -1292 1
775 9197 1
-6107 7515 1
-8831 -698 1
-6786 -6180 1
-8908 -9213 1
-7598 -9854 1
-5676 -2384 1
-7542 -1174 1
-5817 -1015 1
-6443 9299 1
-9682 913 1
4235 9295 1
511 6840 1
6029 9487 1
1775 9198 1
-3264 7485 1
-1422 9236 1
123 3375 1
-4902 -2416 1
-7547 -722 1
-1146 9911 1
-2911 2664 1
-8848 -349 1
-597 1251 1
-5079 1518 1
-8464 7643 1
-7715 3993 1
-4116 415 1
2228 9264 1
-6332 -1900 1
-4900 -2816 1
-6986 6320 1
-2097 2610 1
-8160 -4385 1
-6893 1981 1
-9612 1763 1
-8141 -4978 1
-9280 -6357 1
593 6848 1
-3814 8515 1
-8476 -8659 1
52 4159 1
-5609 -1219 1
-9974 -5153 1
596 9139 1
-9242 4072 1
-2435 5465 1
-9506 5910 1
-615 2282 1
-9547 -4529 1
3632 5271 1
-9732 -1204 1
-5789 1002 1
-5039 8460 1
2876 7952 1
-463 5831 1
-6528 -4805 1
-6924 -2781 1
-9469 3500 1
-9390 5515 1
-4313 2633 1
-2622 2038 1
2194 8183 1
4473 6689 1
-5137 -4830 1
1243 7464 1
-2213 4563 1
-7606 3451 1
2156 6371 1
-4403 2153 1
-5982 7401 1
-636 2088 1
-7597 -5872 1
-5747 5329 1
4130 9765 1
-9799 4801 1
-7021 3282 1
-9937 -9481 1
-6752 -1173 1
-3762 232 1
813 3337 1
-4684 2184 1
